atp,location,tournament,date,series,court,surface,round,bestof,winner,loser,anho
6,Melbourne,Australian Open,2014/01/15,Grand Slam,Outdoor,Hard,2nd Round,5,Pospisil V.,Ebden M.,2014
6,Melbourne,Australian Open,2014/01/16,Grand Slam,Outdoor,Hard,2nd Round,5,Nishikori K.,Lajovic D.,2014
6,Melbourne,Australian Open,2014/01/16,Grand Slam,Outdoor,Hard,2nd Round,5,Young D.,Seppi A.,2014
6,Melbourne,Australian Open,2014/01/16,Grand Slam,Outdoor,Hard,2nd Round,5,Klizan M.,Rola B.,2014
6,Melbourne,Australian Open,2014/01/16,Grand Slam,Outdoor,Hard,2nd Round,5,Tsonga J.W.,Bellucci T.,2014
6,Melbourne,Australian Open,2014/01/16,Grand Slam,Outdoor,Hard,2nd Round,5,Robert S.,Przysiezny M.,2014
6,Melbourne,Australian Open,2014/01/16,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Kavcic B.,2014
6,Melbourne,Australian Open,2014/01/16,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Kokkinakis T.,2014
6,Melbourne,Australian Open,2014/01/16,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Lu Y.H.,2014
6,Melbourne,Australian Open,2014/01/16,Grand Slam,Outdoor,Hard,2nd Round,5,Simon G.,Cilic M.,2014
6,Melbourne,Australian Open,2014/01/16,Grand Slam,Outdoor,Hard,2nd Round,5,Raonic M.,Hanescu V.,2014
6,Melbourne,Australian Open,2014/01/16,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Berrer M.,2014
6,Melbourne,Australian Open,2014/01/16,Grand Slam,Outdoor,Hard,2nd Round,5,Gabashvili T.,Verdasco F.,2014
6,Melbourne,Australian Open,2014/01/16,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Sock J.,2014
6,Melbourne,Australian Open,2014/01/16,Grand Slam,Outdoor,Hard,2nd Round,5,Bautista R.,Del Potro J.M.,2014
6,Melbourne,Australian Open,2014/01/16,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Millot V.,2014
6,Melbourne,Australian Open,2014/01/16,Grand Slam,Outdoor,Hard,2nd Round,5,Paire B.,Kyrgios N.,2014
6,Melbourne,Australian Open,2014/01/16,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Pospisil V.,2014
6,Melbourne,Australian Open,2014/01/17,Grand Slam,Outdoor,Hard,3rd Round,5,Mayer F.,Janowicz J.,2014
6,Melbourne,Australian Open,2014/01/17,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrer D.,Chardy J.,2014
6,Melbourne,Australian Open,2014/01/17,Grand Slam,Outdoor,Hard,3rd Round,5,Anderson K.,Roger-Vasselin E.,2014
6,Melbourne,Australian Open,2014/01/17,Grand Slam,Outdoor,Hard,3rd Round,5,Berdych T.,Dzumhur D.,2014
6,Melbourne,Australian Open,2014/01/17,Grand Slam,Outdoor,Hard,3rd Round,5,Robredo T.,Gasquet R.,2014
6,Melbourne,Australian Open,2014/01/17,Grand Slam,Outdoor,Hard,3rd Round,5,Fognini F.,Querrey S.,2014
6,Melbourne,Australian Open,2014/01/17,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Istomin D.,2014
6,Melbourne,Australian Open,2014/01/18,Grand Slam,Outdoor,Hard,3rd Round,5,Robert S.,Klizan M.,2014
6,Melbourne,Australian Open,2014/01/18,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Gabashvili T.,2014
6,Melbourne,Australian Open,2014/01/18,Grand Slam,Outdoor,Hard,3rd Round,5,Dimitrov G.,Raonic M.,2014
6,Melbourne,Australian Open,2014/01/18,Grand Slam,Outdoor,Hard,3rd Round,5,Bautista R.,Paire B.,2014
6,Melbourne,Australian Open,2014/01/18,Grand Slam,Outdoor,Hard,3rd Round,5,Murray A.,Lopez F.,2014
6,Melbourne,Australian Open,2014/01/18,Grand Slam,Outdoor,Hard,3rd Round,5,Tsonga J.W.,Simon G.,2014
6,Melbourne,Australian Open,2014/01/18,Grand Slam,Outdoor,Hard,3rd Round,5,Nishikori K.,Young D.,2014
6,Melbourne,Australian Open,2014/01/18,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Monfils G.,2014
6,Melbourne,Australian Open,2014/01/19,Grand Slam,Outdoor,Hard,4th Round,5,Ferrer D.,Mayer F.,2014
6,Melbourne,Australian Open,2014/01/19,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Fognini F.,2014
6,Melbourne,Australian Open,2014/01/19,Grand Slam,Outdoor,Hard,4th Round,5,Berdych T.,Anderson K.,2014
6,Melbourne,Australian Open,2014/01/19,Grand Slam,Outdoor,Hard,4th Round,5,Wawrinka S.,Robredo T.,2014
6,Melbourne,Australian Open,2014/01/20,Grand Slam,Outdoor,Hard,4th Round,5,Dimitrov G.,Bautista R.,2014
6,Melbourne,Australian Open,2014/01/20,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Nishikori K.,2014
6,Melbourne,Australian Open,2014/01/20,Grand Slam,Outdoor,Hard,4th Round,5,Murray A.,Robert S.,2014
6,Melbourne,Australian Open,2014/01/20,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Tsonga J.W.,2014
6,Melbourne,Australian Open,2014/01/21,Grand Slam,Outdoor,Hard,Quarterfinals,5,Berdych T.,Ferrer D.,2014
6,Melbourne,Australian Open,2014/01/21,Grand Slam,Outdoor,Hard,Quarterfinals,5,Wawrinka S.,Djokovic N.,2014
6,Melbourne,Australian Open,2014/01/22,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Dimitrov G.,2014
6,Melbourne,Australian Open,2014/01/22,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Murray A.,2014
6,Melbourne,Australian Open,2014/01/23,Grand Slam,Outdoor,Hard,Semifinals,5,Wawrinka S.,Berdych T.,2014
6,Melbourne,Australian Open,2014/01/24,Grand Slam,Outdoor,Hard,Semifinals,5,Nadal R.,Federer R.,2014
6,Melbourne,Australian Open,2014/01/26,Grand Slam,Outdoor,Hard,The Final,5,Wawrinka S.,Nadal R.,2014
7,Montpellier,Open Sud de France,2014/02/03,ATP250,Indoor,Hard,1st Round,3,Mathieu P.H.,Mahut N.,2014
7,Montpellier,Open Sud de France,2014/02/04,ATP250,Indoor,Hard,1st Round,3,Istomin D.,Ilhan M.,2014
7,Montpellier,Open Sud de France,2014/02/04,ATP250,Indoor,Hard,1st Round,3,Mannarino A.,Millot V.,2014
7,Montpellier,Open Sud de France,2014/02/04,ATP250,Indoor,Hard,1st Round,3,Gicquel M.,Llodra M.,2014
7,Montpellier,Open Sud de France,2014/02/04,ATP250,Indoor,Hard,1st Round,3,Olivetti A.,De Schepper K.,2014
7,Montpellier,Open Sud de France,2014/02/04,ATP250,Indoor,Hard,1st Round,3,Herbert P.H.,Artunedo Martinavarro A.,2014
7,Montpellier,Open Sud de France,2014/02/05,ATP250,Indoor,Hard,1st Round,3,Sousa J.,Kamke T.,2014
7,Montpellier,Open Sud de France,2014/02/05,ATP250,Indoor,Hard,1st Round,3,Nieminen J.,Nedovyesov A.,2014
7,Montpellier,Open Sud de France,2014/02/05,ATP250,Indoor,Hard,1st Round,3,Monfils G.,Kubot L.,2014
7,Montpellier,Open Sud de France,2014/02/05,ATP250,Indoor,Hard,1st Round,3,Brown D.,Gabashvili T.,2014
7,Montpellier,Open Sud de France,2014/02/05,ATP250,Indoor,Hard,1st Round,3,Davydenko N.,Benneteau J.,2014
7,Montpellier,Open Sud de France,2014/02/05,ATP250,Indoor,Hard,1st Round,3,Roger-Vasselin E.,Przysiezny M.,2014
7,Montpellier,Open Sud de France,2014/02/06,ATP250,Indoor,Hard,2nd Round,3,Istomin D.,Tursunov D.,2014
7,Montpellier,Open Sud de France,2014/02/06,ATP250,Indoor,Hard,2nd Round,3,Nieminen J.,Herbert P.H.,2014
7,Montpellier,Open Sud de France,2014/02/06,ATP250,Indoor,Hard,2nd Round,3,Gicquel M.,Simon G.,2014
7,Montpellier,Open Sud de France,2014/02/06,ATP250,Indoor,Hard,2nd Round,3,Olivetti A.,Davydenko N.,2014
7,Montpellier,Open Sud de France,2014/02/06,ATP250,Indoor,Hard,2nd Round,3,Monfils G.,Sousa J.,2014
7,Montpellier,Open Sud de France,2014/02/06,ATP250,Indoor,Hard,2nd Round,3,Roger-Vasselin E.,Brown D.,2014
7,Montpellier,Open Sud de France,2014/02/06,ATP250,Indoor,Hard,2nd Round,3,Gasquet R.,Mathieu P.H.,2014
7,Montpellier,Open Sud de France,2014/02/06,ATP250,Indoor,Hard,2nd Round,3,Janowicz J.,Mannarino A.,2014
7,Montpellier,Open Sud de France,2014/02/07,ATP250,Indoor,Hard,Quarterfinals,3,Nieminen J.,Gicquel M.,2014
7,Montpellier,Open Sud de France,2014/02/07,ATP250,Indoor,Hard,Quarterfinals,3,Monfils G.,Istomin D.,2014
7,Montpellier,Open Sud de France,2014/02/07,ATP250,Indoor,Hard,Quarterfinals,3,Janowicz J.,Roger-Vasselin E.,2014
7,Montpellier,Open Sud de France,2014/02/07,ATP250,Indoor,Hard,Quarterfinals,3,Gasquet R.,Olivetti A.,2014
7,Montpellier,Open Sud de France,2014/02/08,ATP250,Indoor,Hard,Semifinals,3,Monfils G.,Nieminen J.,2014
7,Montpellier,Open Sud de France,2014/02/08,ATP250,Indoor,Hard,Semifinals,3,Gasquet R.,Janowicz J.,2014
7,Montpellier,Open Sud de France,2014/02/09,ATP250,Indoor,Hard,The Final,3,Monfils G.,Gasquet R.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/03,ATP250,Outdoor,Clay,1st Round,3,Mayer L.,Haider-Maurer A.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/04,ATP250,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Reister J.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/04,ATP250,Outdoor,Clay,1st Round,3,Bedene A.,Robert S.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/04,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,Cuevas P.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/04,ATP250,Outdoor,Clay,1st Round,3,Lorenzi P.,Gonzalez A.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/04,ATP250,Outdoor,Clay,1st Round,3,Alund M.,Ramos A.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/04,ATP250,Outdoor,Clay,1st Round,3,Carreno-Busta P.,Volandri F.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/04,ATP250,Outdoor,Clay,1st Round,3,Daniel T.,Bellucci T.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/04,ATP250,Outdoor,Clay,1st Round,3,Giraldo S.,Ramirez-Hidalgo R.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/04,ATP250,Outdoor,Clay,1st Round,3,Gimeno-Traver D.,Dolgopolov O.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/05,ATP250,Outdoor,Clay,1st Round,3,Zeballos H.,Lama G.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/06,ATP250,Outdoor,Clay,1st Round,3,Chardy J.,Garin C.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/05,ATP250,Outdoor,Clay,2nd Round,3,Mayer L.,Robredo T.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/05,ATP250,Outdoor,Clay,2nd Round,3,Garcia-Lopez G.,Lorenzi P.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/05,ATP250,Outdoor,Clay,2nd Round,3,Giraldo S.,Granollers M.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/06,ATP250,Outdoor,Clay,2nd Round,3,Almagro N.,Alund M.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/06,ATP250,Outdoor,Clay,2nd Round,3,Daniel T.,Delbonis F.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/06,ATP250,Outdoor,Clay,2nd Round,3,Gimeno-Traver D.,Zeballos H.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/06,ATP250,Outdoor,Clay,2nd Round,3,Chardy J.,Carreno-Busta P.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/06,ATP250,Outdoor,Clay,2nd Round,3,Fognini F.,Bedene A.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/07,ATP250,Outdoor,Clay,Quarterfinals,3,Giraldo S.,Garcia-Lopez G.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/07,ATP250,Outdoor,Clay,Quarterfinals,3,Mayer L.,Gimeno-Traver D.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/07,ATP250,Outdoor,Clay,Quarterfinals,3,Fognini F.,Chardy J.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/07,ATP250,Outdoor,Clay,Quarterfinals,3,Almagro N.,Daniel T.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/08,ATP250,Outdoor,Clay,Semifinals,3,Mayer L.,Giraldo S.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/08,ATP250,Outdoor,Clay,Semifinals,3,Fognini F.,Almagro N.,2014
8,Vina del Mar,Royal Guard Open Chile ,2014/02/09,ATP250,Outdoor,Clay,The Final,3,Fognini F.,Mayer L.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/03,ATP250,Indoor,Hard,1st Round,3,Cilic M.,Delic M.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/03,ATP250,Indoor,Hard,1st Round,3,Becker B.,Huta Galung J.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/04,ATP250,Indoor,Hard,1st Round,3,Lajovic D.,Krstin P.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/04,ATP250,Indoor,Hard,1st Round,3,Phau B.,Pavic A.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/04,ATP250,Indoor,Hard,1st Round,3,Berrer M.,Coric B.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/04,ATP250,Indoor,Hard,1st Round,3,Lacko L.,Struff J.L.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/04,ATP250,Indoor,Hard,1st Round,3,Karlovic I.,Brands D.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/05,ATP250,Indoor,Hard,1st Round,3,Evans D.,Hajek J.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/05,ATP250,Indoor,Hard,1st Round,3,Sela D.,Rosol L.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/05,ATP250,Indoor,Hard,1st Round,3,Kuznetsov An.,Stakhovsky S.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/05,ATP250,Indoor,Hard,1st Round,3,Golubev A.,Hanescu V.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/05,ATP250,Indoor,Hard,1st Round,3,Sijsling I.,Kavcic B.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/05,ATP250,Indoor,Hard,2nd Round,3,Cilic M.,Lajovic D.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/06,ATP250,Indoor,Hard,2nd Round,3,Sela D.,Lacko L.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/06,ATP250,Indoor,Hard,2nd Round,3,Phau B.,Youzhny M.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/06,ATP250,Indoor,Hard,2nd Round,3,Evans D.,Berrer M.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/06,ATP250,Indoor,Hard,2nd Round,3,Kohlschreiber P.,Golubev A.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/06,ATP250,Indoor,Hard,2nd Round,3,Kuznetsov An.,Sijsling I.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/06,ATP250,Indoor,Hard,2nd Round,3,Dodig I.,Karlovic I.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/06,ATP250,Indoor,Hard,2nd Round,3,Haas T.,Becker B.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/07,ATP250,Indoor,Hard,Quarterfinals,3,Phau B.,Sela D.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/07,ATP250,Indoor,Hard,Quarterfinals,3,Cilic M.,Dodig I.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/07,ATP250,Indoor,Hard,Quarterfinals,3,Evans D.,Kohlschreiber P.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/07,ATP250,Indoor,Hard,Quarterfinals,3,Haas T.,Kuznetsov An.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/08,ATP250,Indoor,Hard,Semifinals,3,Cilic M.,Phau B.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/08,ATP250,Indoor,Hard,Semifinals,3,Haas T.,Evans D.,2014
9,Zagreb,PBZ Zagreb Indoors,2014/02/09,ATP250,Indoor,Hard,The Final,3,Cilic M.,Haas T.,2014
10,Buenos Aires,Copa Claro,2014/02/10,ATP250,Outdoor,Clay,1st Round,3,Granollers M.,Bedene A.,2014
10,Buenos Aires,Copa Claro,2014/02/10,ATP250,Outdoor,Clay,1st Round,3,Pella G.,Garcia-Lopez G.,2014
10,Buenos Aires,Copa Claro,2014/02/10,ATP250,Outdoor,Clay,1st Round,3,Berlocq C.,Sousa J.,2014
10,Buenos Aires,Copa Claro,2014/02/11,ATP250,Outdoor,Clay,1st Round,3,Andujar P.,Delbonis F.,2014
10,Buenos Aires,Copa Claro,2014/02/11,ATP250,Outdoor,Clay,1st Round,3,Robredo T.,Carreno-Busta P.,2014
10,Buenos Aires,Copa Claro,2014/02/11,ATP250,Outdoor,Clay,1st Round,3,Mayer L.,Arguello F.,2014
10,Buenos Aires,Copa Claro,2014/02/11,ATP250,Outdoor,Clay,1st Round,3,Fognini F.,Reister J.,2014
10,Buenos Aires,Copa Claro,2014/02/11,ATP250,Outdoor,Clay,1st Round,3,Haase R.,Alund M.,2014
10,Buenos Aires,Copa Claro,2014/02/11,ATP250,Outdoor,Clay,1st Round,3,Giraldo S.,Montanes A.,2014
10,Buenos Aires,Copa Claro,2014/02/11,ATP250,Outdoor,Clay,1st Round,3,Volandri F.,Garin C.,2014
10,Buenos Aires,Copa Claro,2014/02/11,ATP250,Outdoor,Clay,1st Round,3,Ferrer D.,Gonzalez M.,2014
10,Buenos Aires,Copa Claro,2014/02/12,ATP250,Outdoor,Clay,1st Round,3,Ramos A.,Monaco J.,2014
10,Buenos Aires,Copa Claro,2014/02/12,ATP250,Outdoor,Clay,1st Round,3,Chardy J.,Gonzalez A.,2014
10,Buenos Aires,Copa Claro,2014/02/12,ATP250,Outdoor,Clay,1st Round,3,Dolgopolov O.,Cuevas P.,2014
10,Buenos Aires,Copa Claro,2014/02/12,ATP250,Outdoor,Clay,1st Round,3,Gimeno-Traver D.,Ramirez-Hidalgo R.,2014
10,Buenos Aires,Copa Claro,2014/02/12,ATP250,Outdoor,Clay,1st Round,3,Almagro N.,Zeballos H.,2014
10,Buenos Aires,Copa Claro,2014/02/12,ATP250,Outdoor,Clay,2nd Round,3,Andujar P.,Granollers M.,2014
10,Buenos Aires,Copa Claro,2014/02/12,ATP250,Outdoor,Clay,2nd Round,3,Robredo T.,Pella G.,2014
10,Buenos Aires,Copa Claro,2014/02/12,ATP250,Outdoor,Clay,2nd Round,3,Fognini F.,Mayer L.,2014
10,Buenos Aires,Copa Claro,2014/02/13,ATP250,Outdoor,Clay,2nd Round,3,Haase R.,Berlocq C.,2014
10,Buenos Aires,Copa Claro,2014/02/13,ATP250,Outdoor,Clay,2nd Round,3,Chardy J.,Dolgopolov O.,2014
10,Buenos Aires,Copa Claro,2014/02/13,ATP250,Outdoor,Clay,2nd Round,3,Almagro N.,Gimeno-Traver D.,2014
10,Buenos Aires,Copa Claro,2014/02/13,ATP250,Outdoor,Clay,2nd Round,3,Ferrer D.,Giraldo S.,2014
10,Buenos Aires,Copa Claro,2014/02/14,ATP250,Outdoor,Clay,2nd Round,3,Ramos A.,Volandri F.,2014
10,Buenos Aires,Copa Claro,2014/02/14,ATP250,Outdoor,Clay,Quarterfinals,3,Robredo T.,Haase R.,2014
10,Buenos Aires,Copa Claro,2014/02/14,ATP250,Outdoor,Clay,Quarterfinals,3,Fognini F.,Andujar P.,2014
10,Buenos Aires,Copa Claro,2014/02/14,ATP250,Outdoor,Clay,Quarterfinals,3,Ferrer D.,Ramos A.,2014
10,Buenos Aires,Copa Claro,2014/02/15,ATP250,Outdoor,Clay,Quarterfinals,3,Almagro N.,Chardy J.,2014
10,Buenos Aires,Copa Claro,2014/02/15,ATP250,Outdoor,Clay,Semifinals,3,Fognini F.,Robredo T.,2014
10,Buenos Aires,Copa Claro,2014/02/15,ATP250,Outdoor,Clay,Semifinals,3,Ferrer D.,Almagro N.,2014
10,Buenos Aires,Copa Claro,2014/02/16,ATP250,Outdoor,Clay,The Final,3,Ferrer D.,Fognini F.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/10,ATP250,Indoor,Hard,1st Round,3,Vesely J.,Matosevic M.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/10,ATP250,Indoor,Hard,1st Round,3,Russell M.,Przysiezny M.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/11,ATP250,Indoor,Hard,1st Round,3,Smyczek T.,Kyrgios N.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/11,ATP250,Indoor,Hard,1st Round,3,Karlovic I.,Ebden M.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/11,ATP250,Indoor,Hard,1st Round,3,Kukushkin M.,Gabashvili T.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/11,ATP250,Indoor,Hard,1st Round,3,Baghdatis M.,Ram R.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/11,ATP250,Indoor,Hard,1st Round,3,Becker B.,Lacko L.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/11,ATP250,Indoor,Hard,1st Round,3,Sock J.,Mannarino A.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/11,ATP250,Indoor,Hard,1st Round,3,Kuznetsov Al.,Goffin D.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/11,ATP250,Indoor,Hard,1st Round,3,Harrison R.,Phau B.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/12,ATP250,Indoor,Hard,1st Round,3,Bogomolov A.,Querrey S.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/12,ATP250,Indoor,Hard,1st Round,3,Kudla D.,Young D.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/12,ATP250,Indoor,Hard,2nd Round,3,Russell M.,Smyczek T.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/12,ATP250,Indoor,Hard,2nd Round,3,Sock J.,Vesely J.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/12,ATP250,Indoor,Hard,2nd Round,3,Bogomolov A.,Harrison R.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/13,ATP250,Indoor,Hard,2nd Round,3,Nishikori K.,Becker B.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/13,ATP250,Indoor,Hard,2nd Round,3,Kuznetsov Al.,Kukushkin M.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/13,ATP250,Indoor,Hard,2nd Round,3,Lu Y.H.,Kudla D.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/14,ATP250,Indoor,Hard,2nd Round,3,Hewitt L.,Baghdatis M.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/14,ATP250,Indoor,Hard,2nd Round,3,Karlovic I.,Lopez F.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/14,ATP250,Indoor,Hard,Quarterfinals,3,Nishikori K.,Bogomolov A.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/14,ATP250,Indoor,Hard,Quarterfinals,3,Russell M.,Hewitt L.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/14,ATP250,Indoor,Hard,Quarterfinals,3,Lu Y.H.,Kuznetsov Al.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/15,ATP250,Indoor,Hard,Quarterfinals,3,Karlovic I.,Sock J.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/15,ATP250,Indoor,Hard,Semifinals,3,Nishikori K.,Russell M.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/15,ATP250,Indoor,Hard,Semifinals,3,Karlovic I.,Lu Y.H.,2014
11,Memphis,U.S. National Indoor Tennis Championships,2014/02/16,ATP250,Indoor,Hard,The Final,3,Nishikori K.,Karlovic I.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/10,ATP500,Indoor,Hard,1st Round,3,Mathieu P.H.,Dodig I.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/10,ATP500,Indoor,Hard,1st Round,3,Berrer M.,Huta Galung J.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/10,ATP500,Indoor,Hard,1st Round,3,Berdych T.,Seppi A.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/10,ATP500,Indoor,Hard,1st Round,3,Tsonga J.W.,Mayer F.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/10,ATP500,Indoor,Hard,1st Round,3,Kohlschreiber P.,Stakhovsky S.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/11,ATP500,Indoor,Hard,1st Round,3,Gulbis E.,Istomin D.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/11,ATP500,Indoor,Hard,1st Round,3,Cilic M.,Rosol L.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/11,ATP500,Indoor,Hard,1st Round,3,Sijsling I.,Youzhny M.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/11,ATP500,Indoor,Hard,1st Round,3,Dimitrov G.,Tursunov D.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/11,ATP500,Indoor,Hard,1st Round,3,Janowicz J.,Benneteau J.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/12,ATP500,Indoor,Hard,1st Round,3,Mahut N.,Brands D.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/12,ATP500,Indoor,Hard,1st Round,3,Haas T.,Verdasco F.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/12,ATP500,Indoor,Hard,1st Round,3,Thiem D.,Nieminen J.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/12,ATP500,Indoor,Hard,1st Round,3,Gasquet R.,De Bakker T.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/12,ATP500,Indoor,Hard,1st Round,3,Del Potro J.M.,Monfils G.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/12,ATP500,Indoor,Hard,1st Round,3,Murray A.,Roger-Vasselin E.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/12,ATP500,Indoor,Hard,2nd Round,3,Cilic M.,Tsonga J.W.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/13,ATP500,Indoor,Hard,2nd Round,3,Gulbis E.,Dimitrov G.,2014
12,Rotterdam,ABN AMRO World Tennis Tournament,2014/02/13,ATP500,Indoor,Hard,2nd Round,3,Janowicz J.,Haas T.,2014
